fecha,origen,edad,motivo,transporte,dias,acompañante,frecuencia,alojamiento
2025-09-23 23:31:02,Buenos Aires ,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,2 o 3 veces al año,Apart Hotel
2025-09-05 14:20:37,Rafaela Santa Fe,18 a 29,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 4*
2025-08-14 10:40:52,Posadas misiones ,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Línea,Más de una semana,Con familiares,2 o 3 veces al año,Hotel 2*
2025-08-19 12:46:20,Maipú/Mendoza ,65 o más,Vacaciones / Descanso,Colectivo de Línea,1 día (excursión),Con familiares,2 o 3 veces al año,Cabañas
2025-10-27 21:22:00,Bs As capital,50 a 64,Trabajo o negocios,Automóvil,1 día (excursión),Con familiares,Una vez al año,Hotel 2*
2025-09-03 11:38:49,Yerba Buena/Tucumán ,50 a 64,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con amigos,Primera vez,Apart Hotel
2025-11-03 19:01:03,Bs As Moron,30 a 49,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-06-23 13:49:24,San Juan ,18 a 29,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con familiares,Primera vez,Hotel 3*
2025-08-26 08:25:22,Maipú/Mendoza ,30 a 49,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,Una vez al año,Hotel 2*
2025-08-23 19:47:34,Santiago capital ,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Tours,4 a 7 días,Con familiares,Primera vez,Hotel 3*
2025-06-04 22:27:42,Salta - Tartagal,50 a 64,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,Primera vez,Hotel 2*
2025-06-27 08:16:21,Rosario/Santa Fe,65 o más,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Con amigos,Una vez al año,Hotel 2*
2025-06-29 17:50:28,Santiago,30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 3*
2025-08-08 16:22:22,San Miguel/Tucumán ,65 o más,Eventos deportivos o actividades culturales,Colectivo de Tours,4 a 7 días,Con familiares,Mas de 3 veces ,Hotel 3*
2025-09-24 15:31:09,Salta - Tartagal,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con familiares,Mas de 3 veces ,Hotel 4*
2025-07-10 07:59:19,Leones cordoba,50 a 64,Trabajo o negocios,Automóvil,2 a 3 días,Turistas,Primera vez,Hotel 2*
2025-07-13 16:28:09,Santa Rosa/La Pampa ,30 a 49,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 4*
2025-11-08 08:33:04,Concepción/Tucumán ,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con familiares,Primera vez,Hotel 2*
2025-10-18 07:12:19,Chacabuco bs as,18 a 29,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,Primera vez,Hotel 4*
2025-05-31 09:24:34,San Miguel/Tucumán ,30 a 49,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con amigos,Primera vez,Hotel 2*
2025-08-01 06:51:36,Salta /Tartagal,18 a 29,Trabajo o negocios,Automóvil,Más de una semana,Con amigos,4 o más veces,Hotel 3*
2025-09-30 22:55:32,San Fernando/Catamarca,30 a 49,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con familiares,Mas de 3 veces ,Hotel 2*
2025-11-02 18:35:10,Maipú/Mendoza ,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Con familiares,Primera vez,Hotel 2*
2025-06-20 14:38:31,Metán/Salta,65 o más,Eventos deportivos o actividades culturales,Automóvil,4 a 7 días,Turistas,Primera vez,Cabañas
2025-08-25 11:18:32,Buenos Aires ,30 a 49,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con amigos,2 o 3 veces al año,Cabañas
2025-10-22 00:19:16,Santiago capital ,18 a 29,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-06-13 18:45:54,Córdoba capital,50 a 64,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 3*
2025-07-11 19:10:56,Capital/San Luis,50 a 64,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-06-28 11:29:46,Posadas misiones ,30 a 49,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con amigos,Una vez al año,Apart Hotel
2025-08-03 05:15:37,Maipú/Mendoza ,50 a 64,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-07-18 01:07:44,Leones cordoba,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Línea,4 a 7 días,Con familiares,Una vez al año,Hotel 3*
2025-06-07 05:59:12,Buenos Aires ,30 a 49,Trabajo o negocios,Colectivo de Tours,2 a 3 días,Con familiares,Una vez al año,Cabañas
2025-10-14 13:00:36,San Fernando/Catamarca,50 a 64,Turismo termal / Bienestar,Colectivo de Tours,4 a 7 días,Turistas,2 o 3 veces al año,Hotel 2*
2025-08-11 04:58:09,Bs As Moron,50 a 64,Trabajo o negocios,Colectivo de Línea,4 a 7 días,Con familiares,Una vez al año,Hotel 3*
2025-09-06 10:38:27,Yerba Buena/Tucumán ,50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Una vez al año,Cabañas
2025-06-23 02:40:02,Salta /Tartagal,30 a 49,Turismo termal / Bienestar,Colectivo de Tours,4 a 7 días,Con amigos,Primera vez,Apart Hotel
2025-10-19 14:10:00,Capital/San Luis,30 a 49,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,Una vez al año,Hotel 1*
2025-07-22 00:33:09,Bs As capital,50 a 64,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con familiares,2 o 3 veces al año,Apart Hotel
2025-10-20 05:09:34,Posadas misiones ,30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-08-11 09:18:13,San Miguel/Tucumán ,18 a 29,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con amigos,4 o más veces,Apart Hotel
2025-11-01 09:59:08,Bs As capital,65 o más,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con amigos,Una vez al año,Hotel 3*
2025-06-10 16:40:43,San Fernando/Catamarca,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Línea,4 a 7 días,Con amigos,Una vez al año,Hotel 3*
2025-07-26 20:00:19,Santiago capital ,50 a 64,Eventos deportivos o actividades culturales,Automóvil,Más de una semana,Con familiares,4 o más veces,Cabañas
2025-09-23 20:07:03,Capital/San Luis,30 a 49,Turismo termal / Bienestar,Automóvil,1 día (excursión),Con familiares,Primera vez,Apart Hotel
2025-07-26 15:09:09,Metán/Salta,50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,Primera vez,Apart Hotel
2025-07-09 00:31:54,Yerba Buena/Tucumán ,30 a 49,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,4 o más veces,Hotel 2*
2025-07-01 19:18:41,Capital/San Luis,30 a 49,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con amigos,2 o 3 veces al año,Apart Hotel
2025-11-04 10:38:49,San Miguel/Tucumán ,30 a 49,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con familiares,Primera vez,Hotel 3*
2025-09-27 01:24:15,Yerba Buena/Tucumán ,30 a 49,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 3*
2025-08-31 17:11:11,Santa Rosa/La Pampa ,18 a 29,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-10-18 06:45:15,Metán/Salta,30 a 49,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con familiares,4 o más veces,Hotel 3*
2025-07-01 14:50:04,Córdoba capital,65 o más,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 3*
2025-10-08 05:41:34,Santa Rosa/La Pampa ,18 a 29,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con amigos,2 o 3 veces al año,Cabañas
2025-08-20 16:52:36,San Miguel/Tucumán ,50 a 64,Vacaciones / Descanso,Colectivo de Línea,Más de una semana,Con amigos,Mas de 3 veces ,Hotel 2*
2025-10-19 12:28:13,Chacabuco bs as,65 o más,Eventos deportivos o actividades culturales,Automóvil,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 3*
2025-09-14 17:48:37,Maipú/Mendoza ,30 a 49,Eventos deportivos o actividades culturales,Automóvil,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 4*
2025-09-20 00:50:34,Posadas/Misiones ,65 o más,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 3*
2025-11-07 18:36:07,Jujuy - Perico,30 a 49,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 3*
2025-08-21 22:13:48,Santiago capital ,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Tours,4 a 7 días,Con amigos,Primera vez,Hotel 3*
2025-09-22 02:42:55,Maipú/Mendoza ,18 a 29,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Hotel 2*
2025-09-27 16:34:20,Santa Rosa/La Pampa ,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,2 o 3 veces al año,Apart Hotel
2025-09-27 14:38:33,Capital/San Luis,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,Una vez al año,Cabañas
2025-07-16 18:22:12,Posadas/Misiones ,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Línea,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-10-13 15:17:37,Buenos Aires ,50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,Mas de 3 veces ,Cabañas
2025-07-20 15:09:26,Concepción/Tucumán ,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con amigos,Primera vez,Hotel 2*
2025-07-04 18:16:52,Posadas/Misiones ,18 a 29,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,Primera vez,Hotel 2*
2025-10-12 06:16:14,Posadas/Misiones ,65 o más,Trabajo o negocios,Colectivo de Tours,4 a 7 días,Con amigos,Una vez al año,Hotel 2*
2025-06-07 13:48:40,Yerba Buena/Tucumán ,30 a 49,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con familiares,Primera vez,Hotel 4*
2025-09-08 14:14:08,Santa Rosa/La Pampa ,50 a 64,Eventos deportivos o actividades culturales,Automóvil,Más de una semana,Con amigos,2 o 3 veces al año,Hotel 3*
2025-07-20 18:04:58,Capital/San Luis,30 a 49,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con amigos,Una vez al año,Hotel 2*
2025-06-08 13:13:20,San Fernando/Catamarca,50 a 64,Turismo termal / Bienestar,Colectivo de Tours,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-09-13 13:37:09,Rosario/Santa Fe,65 o más,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,Una vez al año,Hotel 2*
2025-10-07 06:04:12,"Córdoba, Córdoba ",50 a 64,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con familiares,Una vez al año,Hotel 1*
2025-08-18 14:18:44,Bs As Moron,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Línea,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-07-28 17:15:14,Maipú/Mendoza ,65 o más,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con amigos,Una vez al año,Hotel 2*
2025-10-29 22:04:37,Concepción/Tucumán ,50 a 64,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con amigos,Primera vez,Cabañas
2025-09-10 02:20:27,Salta - Tartagal,18 a 29,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-09-18 05:58:59,San Miguel/Tucumán ,18 a 29,Turismo termal / Bienestar,Colectivo de Tours,4 a 7 días,Con amigos,Una vez al año,Hotel 2*
2025-10-08 20:51:52,Metán/Salta,50 a 64,Trabajo o negocios,Automóvil,4 a 7 días,Con familiares,Mas de 3 veces ,Hotel 3*
2025-09-23 05:24:08,Salta /Tartagal,50 a 64,Vacaciones / Descanso,Automóvil,1 día (excursión),Con amigos,Primera vez,Hotel 2*
2025-07-23 12:02:46,Rosario/Santa Fe,65 o más,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,Una vez al año,Hotel 2*
2025-09-19 10:58:18,Maipú/Mendoza ,50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Primera vez,Hotel 4*
2025-09-24 07:33:51,Rosario/Santa Fe,30 a 49,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,Primera vez,Hotel 3*
2025-07-12 21:39:49,Metán/Salta,30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,Primera vez,Hotel 2*
2025-10-30 13:21:41,Posadas/Misiones ,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Línea,1 día (excursión),Con familiares,Una vez al año,Hotel 3*
2025-09-13 17:37:38,"Córdoba, Córdoba ",50 a 64,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-07-11 09:07:03,Yerba Buena/Tucumán ,30 a 49,Eventos deportivos o actividades culturales,Automóvil,Más de una semana,Con amigos,Mas de 3 veces ,Hotel 3*
2025-06-17 06:09:26,Chacabuco bs as,50 a 64,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con amigos,Primera vez,Hotel 4*
2025-10-24 07:02:09,Posadas/Misiones ,50 a 64,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con familiares,Una vez al año,Apart Hotel
2025-07-28 13:04:00,"Córdoba, Córdoba ",30 a 49,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con amigos,4 o más veces,Hotel 3*
2025-09-13 17:43:26,San Miguel/Tucumán ,30 a 49,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con familiares,Una vez al año,Hotel 4*
2025-08-22 00:16:18,Bs As Moron,30 a 49,Vacaciones / Descanso,Automóvil,2 a 3 días,Con amigos,Primera vez,Hotel 2*
2025-08-12 11:31:36,Córdoba capital,30 a 49,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-07-30 03:09:06,Capital/San Luis,50 a 64,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Con amigos,Primera vez,Apart Hotel
2025-08-28 14:53:13,San Pedro/Jujuy,65 o más,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,Una vez al año,Hotel 4*
2025-06-20 11:56:30,Concepción/Tucumán ,50 a 64,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con amigos,Mas de 3 veces ,Hotel 4*
2025-10-10 12:13:11,San Miguel/Tucumán ,50 a 64,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-09-10 00:41:34,San Fernando/Catamarca,50 a 64,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Con familiares,Mas de 3 veces ,Hotel 3*
2025-08-27 11:04:55,Santiago,50 a 64,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Cabañas
2025-06-24 15:23:15,San Fernando/Catamarca,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,Primera vez,Hotel 2*
2025-08-25 22:24:14,Rosario/Santa Fe,30 a 49,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con familiares,Mas de 3 veces ,Hotel 3*
2025-09-10 16:47:19,San Miguel/Tucumán ,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con familiares,4 o más veces,Cabañas
2025-06-28 23:28:25,San Pedro/Jujuy,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con amigos,Una vez al año,Apart Hotel
2025-06-01 12:57:16,Metán/Salta,30 a 49,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-06-26 13:21:14,Santiago,18 a 29,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con amigos,Primera vez,Hotel 2*
2025-08-05 15:34:09,Santa Rosa/La Pampa ,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,1 día (excursión),Con familiares,2 o 3 veces al año,Hotel 3*
2025-08-11 07:11:39,"Córdoba, Córdoba ",30 a 49,Eventos deportivos o actividades culturales,Automóvil,1 día (excursión),Con amigos,Primera vez,Hotel 2*
2025-11-02 04:43:17,Bs As capital,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Línea,2 a 3 días,Con familiares,Una vez al año,Hotel 3*
2025-09-10 02:04:23,Chacabuco bs as,30 a 49,Eventos deportivos o actividades culturales,Automóvil,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 3*
2025-08-05 17:22:17,Rosario/Santa Fe,30 a 49,Turismo termal / Bienestar,Colectivo de Línea,1 día (excursión),Con familiares,2 o 3 veces al año,Hotel 3*
2025-10-06 11:05:43,Santa Rosa/La Pampa ,65 o más,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con amigos,4 o más veces,Hotel 2*
2025-08-23 00:23:57,Metán/Salta,30 a 49,Turismo termal / Bienestar,Colectivo de Tours,1 día (excursión),Con amigos,4 o más veces,Hotel 2*
2025-07-19 06:03:57,Santiago capital ,18 a 29,Turismo termal / Bienestar,Automóvil,Más de una semana,Con familiares,2 o 3 veces al año,Hotel 2*
2025-06-03 06:46:36,San Fernando/Catamarca,50 a 64,Eventos deportivos o actividades culturales,Colectivo de Tours,2 a 3 días,Solo/a,Primera vez,Hotel 2*
2025-11-02 02:31:02,Jujuy - Perico,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,Primera vez,Hotel 1*
2025-06-01 11:39:38,San Miguel/Tucumán ,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-06-27 08:02:23,"Córdoba, Córdoba ",30 a 49,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-08-07 17:16:28,San Miguel/Tucumán ,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,Una vez al año,Hotel 3*
2025-10-09 03:27:16,Metán/Salta,50 a 64,Turismo termal / Bienestar,Colectivo de Tours,4 a 7 días,Con familiares,Una vez al año,Hotel 3*
2025-06-11 09:40:59,San Fernando/Catamarca,65 o más,Eventos deportivos o actividades culturales,Automóvil,4 a 7 días,Con amigos,Una vez al año,Hotel 2*
2025-08-11 19:41:21,Salta - Tartagal,65 o más,Eventos deportivos o actividades culturales,Colectivo de Tours,4 a 7 días,Solo/a,Una vez al año,Hotel 2*
2025-08-10 20:58:16,Rosario/Santa Fe,30 a 49,Eventos deportivos o actividades culturales,Colectivo de Tours,2 a 3 días,Con amigos,Mas de 3 veces ,Hotel 3*
2025-09-22 08:59:52,Córdoba capital,65 o más,Eventos deportivos o actividades culturales,Colectivo de Tours,4 a 7 días,Con familiares,Primera vez,Hotel 1*
2025-08-11 17:43:41,Santa Rosa/La Pampa ,30 a 49,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Solo/a,Una vez al año,Hotel 2*
2025-09-17 00:19:47,San Fernando/Catamarca,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-07-24 17:17:19,Concepción/Tucumán ,30 a 49,Trabajo o negocios,Colectivo de Línea,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 2*
2025-10-30 03:10:38,Chacabuco bs as,18 a 29,Turismo termal / Bienestar,Colectivo de Tours,1 día (excursión),Con familiares,4 o más veces,Hotel 2*
2025-06-11 08:05:54,"Córdoba, Córdoba ",30 a 49,Vacaciones / Descanso,Automóvil,Más de una semana,Con familiares,2 o 3 veces al año,Cabañas
2025-06-14 17:17:26,San Pedro/Jujuy,30 a 49,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con amigos,Una vez al año,Hotel 3*
2025-10-24 16:35:11,Capital/San Luis,50 a 64,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,2 o 3 veces al año,Hotel 4*
2025-06-26 05:09:01,Chacabuco bs as,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Solo/a,Primera vez,Hotel 2*
2025-07-23 21:59:48,Chacabuco bs as,65 o más,Turismo termal / Bienestar,Automóvil,4 a 7 días,Turistas,Una vez al año,Hotel 4*
2025-06-19 07:41:29,Maipú/Mendoza ,50 a 64,Trabajo o negocios,Automóvil,2 a 3 días,Con familiares,Mas de 3 veces ,Hotel 3*
2025-07-04 06:35:18,Bs As Moron,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Turistas,Mas de 3 veces ,Hotel 2*
2025-08-18 05:54:50,Chacabuco bs as,50 a 64,Eventos deportivos o actividades culturales,Automóvil,4 a 7 días,Con amigos,Una vez al año,Hotel 2*
2025-10-19 08:36:23,Bs As capital,18 a 29,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Primera vez,Hotel 3*
2025-07-23 14:07:30,Chacabuco bs as,18 a 29,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con amigos,Una vez al año,Hotel 4*
2025-08-28 21:40:39,Posadas/Misiones ,18 a 29,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con amigos,4 o más veces,Cabañas
2025-06-19 03:10:09,Capital/San Luis,18 a 29,Vacaciones / Descanso,Colectivo de Línea,2 a 3 días,Con amigos,Una vez al año,Hotel 2*
2025-07-25 00:12:07,Capital/San Luis,50 a 64,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Solo/a,Una vez al año,Hotel 2*
2025-10-23 23:51:15,Rafaela Santa Fe,50 a 64,Trabajo o negocios,Colectivo de Línea,4 a 7 días,Con amigos,2 o 3 veces al año,Hotel 4*
2025-06-18 11:26:52,Santiago capital ,18 a 29,Eventos deportivos o actividades culturales,Automóvil,2 a 3 días,Con amigos,2 o 3 veces al año,Cabañas
2025-08-09 07:09:41,Córdoba capital,30 a 49,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con amigos,Primera vez,Hotel 3*
2025-08-04 10:30:37,Santiago capital ,50 a 64,Turismo termal / Bienestar,Automóvil,2 a 3 días,Con familiares,Primera vez,Hotel 2*
2025-09-03 22:41:03,Salta /Tartagal,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,Una vez al año,Hotel 3*
2025-08-11 22:43:21,San Miguel/Tucumán ,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,Mas de 3 veces ,Hotel 3*
2025-07-02 01:28:35,Santiago capital ,30 a 49,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con amigos,Una vez al año,Hotel 2*
2025-08-30 10:16:17,Santiago capital ,65 o más,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,4 o más veces,Hotel 3*
2025-08-25 06:32:38,Bs As capital,50 a 64,Turismo termal / Bienestar,Colectivo de Tours,2 a 3 días,Con amigos,Primera vez,Hotel 3*
2025-10-28 17:12:32,San Juan ,50 a 64,Vacaciones / Descanso,Colectivo de Línea,4 a 7 días,Con amigos,Mas de 3 veces ,Hotel 2*
2025-06-11 20:28:27,San Fernando/Catamarca,50 a 64,Eventos deportivos o actividades culturales,Automóvil,1 día (excursión),Con amigos,Primera vez,Hotel 2*
2025-05-30 16:01:33,Jujuy - Perico,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con amigos,Una vez al año,Hotel 3*
2025-09-19 01:13:09,Metán/Salta,18 a 29,Turismo termal / Bienestar,Colectivo de Tours,4 a 7 días,Con familiares,4 o más veces,Hotel 4*
2025-06-26 15:35:46,Jujuy - Perico,50 a 64,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con familiares,4 o más veces,Hotel 2*
2025-05-30 15:43:49,Leones cordoba,50 a 64,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-10-09 20:36:31,San Pedro/Jujuy,18 a 29,Turismo termal / Bienestar,Automóvil,4 a 7 días,Con amigos,Mas de 3 veces ,Hotel 4*
2025-06-28 17:13:58,"Córdoba, Córdoba ",50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Turistas,2 o 3 veces al año,Hotel 2*
2025-08-06 01:48:04,Córdoba capital,50 a 64,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Una vez al año,Hotel 2*
2025-09-22 11:24:34,Bs As Moron,30 a 49,Turismo termal / Bienestar,Colectivo de Línea,2 a 3 días,Con familiares,Una vez al año,Apart Hotel
2025-06-30 04:42:38,Capital/San Luis,65 o más,Turismo termal / Bienestar,Automóvil,Más de una semana,Con familiares,4 o más veces,Hotel 2*
2025-10-07 02:07:06,San Fernando/Catamarca,30 a 49,Vacaciones / Descanso,Automóvil,1 día (excursión),Con familiares,Mas de 3 veces ,Hotel 3*
2025-08-03 02:38:21,Rafaela Santa Fe,30 a 49,Turismo termal / Bienestar,Colectivo de Línea,4 a 7 días,Con familiares,Una vez al año,Hotel 2*
2025-08-31 16:06:04,Chacabuco bs as,50 a 64,Vacaciones / Descanso,Automóvil,4 a 7 días,Con amigos,4 o más veces,Hotel 1*
2025-07-15 12:40:45,Metán/Salta,30 a 49,Vacaciones / Descanso,Automóvil,4 a 7 días,Con familiares,Una vez al año,Hotel 3*
2025-09-14 19:03:01,Salta - Tartagal,50 a 64,Vacaciones / Descanso,Colectivo de Tours,4 a 7 días,Con amigos,Una vez al año,Hotel 4*
2025-06-03 16:48:17,Salta - Tartagal,30 a 49,Vacaciones / Descanso,Colectivo de Línea,Más de una semana,Con familiares,4 o más veces,Hotel 2*
2025-08-12 04:50:41,"Córdoba, Córdoba ",18 a 29,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,Una vez al año,Hotel 3*
2025-07-14 02:16:26,San Fernando/Catamarca,65 o más,Eventos deportivos o actividades culturales,Colectivo de Línea,2 a 3 días,Con amigos,Primera vez,Hotel 4*
2025-09-01 03:28:54,Santiago capital ,18 a 29,Trabajo o negocios,Automóvil,4 a 7 días,Con familiares,2 o 3 veces al año,Apart Hotel
2025-08-11 22:29:30,San Miguel/Tucumán ,50 a 64,Vacaciones / Descanso,Colectivo de Tours,2 a 3 días,Con familiares,Primera vez,Hotel 3*
2025-08-19 09:31:26,Posadas misiones ,65 o más,Vacaciones / Descanso,Colectivo de Tours,1 día (excursión),Con familiares,Primera vez,Hotel 3*
2025-09-07 18:20:53,San Pedro/Jujuy,65 o más,Vacaciones / Descanso,Automóvil,2 a 3 días,Con familiares,Una vez al año,Cabañas
2025-07-17 11:03:31,San Juan ,18 a 29,Trabajo o negocios,Automóvil,4 a 7 días,Con familiares,2 o 3 veces al año,Hotel 2*
