fecha,edad,CityAcc,CityCyV,CityPyP,CityEP,CityMus,CityPilP,CityPoli,CityCCul
14/06/2025 02:05:13,50 a 64,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente
06/08/2025 06:40:23,30 a 49,Excelente,Bueno,Bueno,Muy Bueno,Excelente,Bueno,Bueno,Excelente
01/06/2025 06:50:35,50 a 64,Excelente,Excelente,Excelente,Regular,Excelente,Muy Bueno,Bueno,Bueno
30/05/2025 10:26:13,18 a 29,Excelente,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
17/08/2025 08:43:12,30 a 49,Bueno,Regular,Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente
01/06/2025 11:43:08,30 a 49,Excelente,Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno
24/06/2025 18:56:15,50 a 64,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno
21/06/2025 07:16:29,50 a 64,Bueno,Excelente,Bueno,Muy Bueno,Excelente,Excelente,Excelente,Excelente
27/08/2025 08:10:26,30 a 49,Muy Bueno,Bueno,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente
12/10/2025 10:44:44,50 a 64,Muy Bueno,Excelente,Muy Bueno,Regular,Excelente,Excelente,Regular,Excelente
12/07/2025 00:04:46,50 a 64,Excelente,Excelente,Bueno,Bueno,Excelente,Excelente,Bueno,Regular
12/08/2025 02:14:57,65 o más,Bueno,Excelente,Excelente,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno
01/11/2025 22:03:44,30 a 49,Excelente,Bueno,Muy Bueno,Regular,Bueno,Muy Bueno,Muy Bueno,Excelente
07/07/2025 02:24:20,30 a 49,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno
14/07/2025 03:22:43,65 o más,Muy Bueno,Excelente,Muy Bueno,Bueno,Bueno,Bueno,Excelente,Muy Bueno
23/06/2025 09:06:49,50 a 64,Excelente,Excelente,Excelente,Excelente,Bueno,Bueno,Muy Bueno,Excelente
26/09/2025 22:07:25,50 a 64,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
18/06/2025 20:45:35,65 o más,Bueno,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno,Bueno
21/09/2025 20:43:06,30 a 49,Excelente,Bueno,Muy Bueno,Bueno,Excelente,Excelente,Bueno,Bueno
01/10/2025 00:44:48,65 o más,Muy Bueno,Bueno,Muy Bueno,Excelente,Bueno,Excelente,Regular,Excelente
21/06/2025 21:59:00,30 a 49,Muy Bueno,Regular,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
27/07/2025 13:01:28,30 a 49,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno
05/08/2025 01:59:09,50 a 64,Muy Bueno,Excelente,Excelente,Regular,Muy Bueno,Muy Bueno,Bueno,Muy Bueno
14/06/2025 00:52:52,18 a 29,Excelente,Excelente,Muy Bueno,Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno
13/07/2025 03:01:37,18 a 29,Muy Bueno,Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Excelente,Excelente
31/05/2025 03:36:54,65 o más,Excelente,Regular,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno
03/09/2025 14:39:41,18 a 29,Muy Bueno,Bueno,Muy Bueno,Bueno,Excelente,Bueno,Regular,Bueno
25/08/2025 19:10:25,18 a 29,Muy Bueno,Bueno,Bueno,Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente
09/10/2025 12:56:24,50 a 64,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Regular
16/07/2025 21:28:51,50 a 64,Bueno,Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
18/10/2025 21:26:52,18 a 29,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente
20/06/2025 01:46:35,30 a 49,Muy Bueno,Muy Bueno,Excelente,Bueno,Excelente,Muy Bueno,Regular,Excelente
08/11/2025 09:13:25,65 o más,Bueno,Bueno,Bueno,Bueno,Muy Bueno,Regular,Bueno,Muy Bueno
04/09/2025 13:49:29,50 a 64,Muy Bueno,Regular,Muy Bueno,Bueno,Excelente,Bueno,Bueno,Excelente
13/08/2025 16:14:24,30 a 49,Excelente,Excelente,Muy Bueno,Bueno,Bueno,Bueno,Bueno,Excelente
20/07/2025 15:55:20,30 a 49,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno
20/08/2025 13:19:49,50 a 64,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Regular,Bueno
02/09/2025 06:25:23,65 o más,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
11/10/2025 05:28:50,18 a 29,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente,Excelente,Excelente,Muy Bueno
01/10/2025 20:06:54,30 a 49,Muy Bueno,Muy Bueno,Excelente,Bueno,Bueno,Muy Bueno,Excelente,Bueno
10/07/2025 13:28:23,18 a 29,Bueno,Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno
01/07/2025 19:51:58,30 a 49,Muy Bueno,Bueno,Muy Bueno,Excelente,Excelente,Excelente,Bueno,Muy Bueno
12/10/2025 15:13:04,30 a 49,Excelente,Bueno,Muy Bueno,Bueno,Bueno,Excelente,Bueno,Excelente
08/09/2025 05:03:35,18 a 29,Excelente,Bueno,Excelente,Bueno,Muy Bueno,Excelente,Bueno,Excelente
05/10/2025 05:22:54,50 a 64,Excelente,Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente,Bueno
23/08/2025 09:44:10,65 o más,Excelente,Muy Bueno,Muy Bueno,Excelente,Regular,Bueno,Excelente,Excelente
06/11/2025 04:30:16,65 o más,Bueno,Excelente,Muy Bueno,Muy Bueno,Regular,Bueno,Muy Bueno,Excelente
25/06/2025 22:19:03,18 a 29,Excelente,Excelente,Bueno,Muy Bueno,Regular,Muy Bueno,Excelente,Muy Bueno
26/08/2025 16:52:45,50 a 64,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Excelente,Excelente
15/06/2025 12:38:03,30 a 49,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno
24/06/2025 12:18:02,50 a 64,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
03/11/2025 19:47:21,50 a 64,Excelente,Bueno,Muy Bueno,Excelente,Regular,Bueno,Bueno,Excelente
26/09/2025 23:34:10,18 a 29,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno,Regular,Excelente
11/06/2025 13:21:30,50 a 64,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Regular,Bueno
01/11/2025 20:55:14,50 a 64,Excelente,Bueno,Excelente,Muy Bueno,Regular,Regular,Muy Bueno,Muy Bueno
18/06/2025 08:52:10,30 a 49,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
06/10/2025 10:10:33,50 a 64,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Bueno
24/10/2025 21:12:17,30 a 49,Excelente,Regular,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Bueno
22/07/2025 15:28:20,50 a 64,Bueno,Bueno,Bueno,Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno
09/07/2025 08:36:51,18 a 29,Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
31/08/2025 21:13:40,50 a 64,Muy Bueno,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Bueno,Excelente
30/10/2025 18:39:01,50 a 64,Excelente,Muy Bueno,Excelente,Regular,Bueno,Excelente,Muy Bueno,Excelente
14/09/2025 21:26:34,30 a 49,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno
06/06/2025 03:33:27,18 a 29,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente
24/09/2025 09:52:09,50 a 64,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Bueno,Excelente
30/10/2025 23:57:18,18 a 29,Muy Bueno,Regular,Muy Bueno,Muy Bueno,Regular,Bueno,Muy Bueno,Muy Bueno
18/08/2025 10:27:57,18 a 29,Muy Bueno,Bueno,Excelente,Regular,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
15/06/2025 13:25:27,50 a 64,Muy Bueno,Excelente,Excelente,Bueno,Regular,Muy Bueno,Muy Bueno,Muy Bueno
22/09/2025 23:49:24,50 a 64,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno
07/09/2025 19:04:00,50 a 64,Excelente,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Excelente,Regular
25/07/2025 07:30:18,50 a 64,Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente
12/06/2025 20:31:51,30 a 49,Excelente,Bueno,Excelente,Bueno,Excelente,Bueno,Excelente,Excelente
17/07/2025 09:06:17,18 a 29,Excelente,Bueno,Bueno,Excelente,Muy Bueno,Excelente,Regular,Muy Bueno
04/11/2025 19:33:29,50 a 64,Excelente,Bueno,Muy Bueno,Bueno,Excelente,Bueno,Bueno,Muy Bueno
29/08/2025 14:55:24,50 a 64,Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
29/07/2025 02:29:11,30 a 49,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno
19/10/2025 01:03:56,50 a 64,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente
19/08/2025 09:31:29,30 a 49,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Excelente,Excelente,Bueno
18/08/2025 19:10:14,65 o más,Excelente,Bueno,Bueno,Muy Bueno,Regular,Excelente,Bueno,Bueno
31/10/2025 08:14:30,50 a 64,Bueno,Excelente,Excelente,Muy Bueno,Excelente,Bueno,Bueno,Muy Bueno
09/09/2025 02:00:23,18 a 29,Excelente,Bueno,Excelente,Bueno,Excelente,Muy Bueno,Bueno,Regular
12/07/2025 07:36:33,30 a 49,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente
21/09/2025 20:01:23,50 a 64,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente,Muy Bueno,Excelente,Excelente
07/09/2025 06:40:22,50 a 64,Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno
21/07/2025 18:28:55,30 a 49,Muy Bueno,Bueno,Excelente,Bueno,Excelente,Excelente,Excelente,Excelente
06/10/2025 21:17:38,65 o más,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno
08/09/2025 18:26:02,50 a 64,Muy Bueno,Bueno,Muy Bueno,Excelente,Excelente,Excelente,Excelente,Excelente
05/06/2025 07:02:52,50 a 64,Muy Bueno,Bueno,Bueno,Bueno,Bueno,Excelente,Bueno,Excelente
04/10/2025 00:55:54,50 a 64,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente
23/06/2025 08:30:18,65 o más,Muy Bueno,Bueno,Muy Bueno,Excelente,Excelente,Excelente,Bueno,Excelente
11/06/2025 03:23:44,50 a 64,Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Muy Bueno
13/07/2025 07:56:57,50 a 64,Bueno,Bueno,Muy Bueno,Muy Bueno,Regular,Muy Bueno,Excelente,Excelente
21/10/2025 23:29:40,50 a 64,Muy Bueno,Regular,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
26/09/2025 13:40:34,50 a 64,Bueno,Excelente,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente
22/08/2025 18:09:45,30 a 49,Muy Bueno,Bueno,Excelente,Bueno,Muy Bueno,Bueno,Bueno,Excelente
11/08/2025 13:57:17,30 a 49,Excelente,Bueno,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno,Excelente
05/07/2025 09:18:26,65 o más,Excelente,Excelente,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno
23/10/2025 14:13:06,30 a 49,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente
04/09/2025 05:28:26,50 a 64,Muy Bueno,Bueno,Bueno,Excelente,Excelente,Bueno,Excelente,Muy Bueno
28/09/2025 18:47:11,30 a 49,Excelente,Bueno,Muy Bueno,Bueno,Excelente,Bueno,Muy Bueno,Excelente
20/08/2025 08:46:54,50 a 64,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente,Regular,Bueno
13/09/2025 02:05:44,30 a 49,Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
24/06/2025 06:12:20,50 a 64,Muy Bueno,Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Regular,Muy Bueno
31/08/2025 11:09:57,18 a 29,Muy Bueno,Bueno,Bueno,Bueno,Excelente,Excelente,Bueno,Regular
06/08/2025 17:42:22,30 a 49,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente
03/06/2025 20:44:12,30 a 49,Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Bueno
23/08/2025 18:05:04,50 a 64,Bueno,Bueno,Excelente,Muy Bueno,Excelente,Excelente,Excelente,Muy Bueno
18/09/2025 16:04:26,50 a 64,Muy Bueno,Muy Bueno,Excelente,Bueno,Excelente,Bueno,Excelente,Excelente
29/08/2025 15:07:21,50 a 64,Excelente,Excelente,Bueno,Bueno,Excelente,Bueno,Excelente,Excelente
16/08/2025 05:38:59,18 a 29,Bueno,Excelente,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno
25/06/2025 09:02:50,30 a 49,Malo,Bueno,Muy Bueno,Bueno,Muy Bueno,Bueno,Bueno,Regular
08/06/2025 07:35:44,18 a 29,Excelente,Bueno,Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente
30/09/2025 23:12:17,30 a 49,Excelente,Bueno,Muy Bueno,Excelente,Regular,Excelente,Excelente,Bueno
02/09/2025 09:29:31,65 o más,Excelente,Bueno,Bueno,Bueno,Excelente,Excelente,Muy Bueno,Excelente
29/10/2025 10:11:22,30 a 49,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
01/09/2025 10:24:17,18 a 29,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
19/06/2025 18:29:52,65 o más,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente
28/10/2025 20:04:23,50 a 64,Bueno,Excelente,Excelente,Bueno,Excelente,Bueno,Excelente,Excelente
31/07/2025 23:00:44,18 a 29,Excelente,Muy Bueno,Muy Bueno,Excelente,Regular,Muy Bueno,Excelente,Excelente
16/10/2025 09:05:00,50 a 64,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno,Bueno,Regular
07/06/2025 02:56:11,50 a 64,Excelente,Bueno,Excelente,Bueno,Muy Bueno,Bueno,Excelente,Excelente
14/09/2025 06:55:28,30 a 49,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno
22/07/2025 17:20:40,50 a 64,Excelente,Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno
13/09/2025 06:37:58,50 a 64,Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Bueno,Muy Bueno
19/07/2025 21:08:32,50 a 64,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente
19/08/2025 00:19:05,50 a 64,Bueno,Excelente,Bueno,Excelente,Muy Bueno,Excelente,Regular,Excelente
04/11/2025 10:24:30,30 a 49,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente,Bueno,Muy Bueno
08/06/2025 22:18:48,50 a 64,Malo,Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno
31/05/2025 12:32:27,50 a 64,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
24/06/2025 04:58:44,50 a 64,Bueno,Excelente,Excelente,Excelente,Excelente,Muy Bueno,Bueno,Bueno
30/10/2025 09:35:16,65 o más,Bueno,Excelente,Bueno,Excelente,Muy Bueno,Bueno,Excelente,Muy Bueno
16/06/2025 17:03:05,30 a 49,Bueno,Excelente,Excelente,Excelente,Bueno,Excelente,Excelente,Bueno
16/08/2025 03:51:53,50 a 64,Excelente,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Regular,Excelente
06/06/2025 09:13:37,30 a 49,Muy Bueno,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno
19/09/2025 20:04:38,50 a 64,Excelente,Excelente,Bueno,Regular,Muy Bueno,Bueno,Bueno,Muy Bueno
18/09/2025 14:15:39,50 a 64,Muy Bueno,Regular,Bueno,Muy Bueno,Excelente,Excelente,Excelente,Excelente
20/06/2025 03:40:40,30 a 49,Bueno,Excelente,Muy Bueno,Bueno,Excelente,Bueno,Muy Bueno,Excelente
29/06/2025 06:34:23,50 a 64,Bueno,Bueno,Excelente,Excelente,Excelente,Muy Bueno,Regular,Muy Bueno
14/09/2025 02:39:55,50 a 64,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno
09/08/2025 06:55:03,65 o más,Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente
20/07/2025 04:23:54,50 a 64,Bueno,Excelente,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
08/08/2025 04:19:09,18 a 29,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Excelente
10/10/2025 13:30:51,30 a 49,Excelente,Bueno,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno,Regular
27/07/2025 09:09:03,30 a 49,Excelente,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Bueno,Bueno
05/06/2025 10:34:28,50 a 64,Malo,Excelente,Muy Bueno,Bueno,Bueno,Muy Bueno,Excelente,Bueno
23/07/2025 02:45:30,50 a 64,Excelente,Bueno,Excelente,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno
27/09/2025 20:54:00,30 a 49,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
05/09/2025 02:59:36,50 a 64,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Regular,Muy Bueno
22/09/2025 21:40:35,50 a 64,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno
06/06/2025 10:12:49,50 a 64,Excelente,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Bueno,Excelente,Muy Bueno
27/09/2025 11:17:05,65 o más,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno
07/10/2025 03:42:44,65 o más,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno
26/08/2025 14:18:52,50 a 64,Malo,Bueno,Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno
28/06/2025 03:58:09,65 o más,Muy Bueno,Excelente,Excelente,Muy Bueno,Excelente,Excelente,Excelente,Bueno
08/10/2025 20:09:29,30 a 49,Bueno,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente
29/08/2025 02:14:17,18 a 29,Excelente,Bueno,Excelente,Excelente,Excelente,Excelente,Muy Bueno,Excelente
29/08/2025 06:22:33,50 a 64,Bueno,Excelente,Excelente,Muy Bueno,Bueno,Excelente,Regular,Bueno
15/07/2025 04:15:04,50 a 64,Muy Bueno,Excelente,Bueno,Excelente,Excelente,Muy Bueno,Bueno,Excelente
25/06/2025 21:04:41,18 a 29,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente
31/05/2025 13:45:34,50 a 64,Bueno,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno,Regular,Muy Bueno
30/05/2025 16:18:56,50 a 64,Muy Bueno,Excelente,Excelente,Excelente,Excelente,Bueno,Excelente,Muy Bueno
03/09/2025 17:11:59,65 o más,Excelente,Bueno,Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno
16/06/2025 13:49:11,30 a 49,Muy Bueno,Regular,Excelente,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno
19/06/2025 17:36:28,18 a 29,Muy Bueno,Excelente,Excelente,Excelente,Excelente,Excelente,Excelente,Muy Bueno
24/06/2025 15:53:13,50 a 64,Excelente,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Muy Bueno,Bueno
22/09/2025 20:57:03,50 a 64,Excelente,Muy Bueno,Bueno,Excelente,Excelente,Excelente,Bueno,Excelente
13/10/2025 23:03:28,30 a 49,Excelente,Excelente,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno
12/09/2025 04:12:50,50 a 64,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Bueno,Excelente,Bueno,Muy Bueno
09/08/2025 11:14:00,30 a 49,Bueno,Bueno,Bueno,Bueno,Excelente,Bueno,Muy Bueno,Excelente
13/08/2025 17:25:15,18 a 29,Muy Bueno,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno
20/07/2025 22:17:10,30 a 49,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente
27/09/2025 08:37:31,30 a 49,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Excelente,Excelente,Bueno,Muy Bueno
03/11/2025 05:09:16,50 a 64,Excelente,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Excelente,Muy Bueno
28/08/2025 06:56:04,18 a 29,Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Muy Bueno,Muy Bueno,Muy Bueno
24/07/2025 01:41:42,50 a 64,Excelente,Excelente,Excelente,Bueno,Muy Bueno,Bueno,Excelente,Excelente
13/10/2025 09:30:55,30 a 49,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno,Muy Bueno,Excelente,Excelente
07/11/2025 20:54:18,50 a 64,Excelente,Excelente,Excelente,Bueno,Muy Bueno,Bueno,Bueno,Bueno
16/06/2025 11:26:09,50 a 64,Excelente,Excelente,Muy Bueno,Excelente,Regular,Muy Bueno,Muy Bueno,Excelente
05/09/2025 16:02:30,50 a 64,Muy Bueno,Bueno,Muy Bueno,Excelente,Regular,Bueno,Muy Bueno,Muy Bueno
30/06/2025 13:35:41,50 a 64,Muy Bueno,Muy Bueno,Muy Bueno,Bueno,Bueno,Bueno,Excelente,Muy Bueno
02/08/2025 04:54:37,50 a 64,Muy Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno
23/09/2025 19:06:06,50 a 64,Excelente,Bueno,Excelente,Bueno,Regular,Bueno,Muy Bueno,Muy Bueno
22/10/2025 05:16:16,30 a 49,Bueno,Excelente,Bueno,Regular,Excelente,Muy Bueno,Excelente,Excelente
12/06/2025 01:23:30,30 a 49,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Muy Bueno
29/06/2025 14:57:54,50 a 64,Excelente,Excelente,Bueno,Regular,Muy Bueno,Excelente,Bueno,Excelente
15/09/2025 14:07:50,18 a 29,Excelente,Excelente,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno
17/09/2025 16:38:00,65 o más,Excelente,Bueno,Excelente,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente
28/09/2025 10:01:35,50 a 64,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno
11/09/2025 02:21:42,65 o más,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente
12/09/2025 12:21:04,30 a 49,Excelente,Excelente,Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente
07/07/2025 21:23:52,50 a 64,Excelente,Regular,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Muy Bueno
12/06/2025 13:56:50,30 a 49,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Bueno
10/09/2025 12:51:53,50 a 64,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno,Bueno,Bueno
23/07/2025 17:23:11,18 a 29,Bueno,Regular,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente
06/10/2025 21:52:01,50 a 64,Muy Bueno,Excelente,Excelente,Excelente,Excelente,Muy Bueno,Muy Bueno,Bueno
21/08/2025 17:16:14,50 a 64,Bueno,Bueno,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente
30/06/2025 19:59:36,30 a 49,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente,Regular
08/07/2025 19:46:24,65 o más,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Muy Bueno,Muy Bueno
01/06/2025 09:25:27,30 a 49,Excelente,Excelente,Muy Bueno,Muy Bueno,Excelente,Bueno,Muy Bueno,Excelente
17/08/2025 15:34:08,30 a 49,Excelente,Excelente,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Bueno
31/08/2025 21:31:25,30 a 49,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Regular,Muy Bueno,Muy Bueno,Muy Bueno
26/06/2025 04:43:53,50 a 64,Muy Bueno,Excelente,Muy Bueno,Muy Bueno,Excelente,Excelente,Excelente,Bueno
07/09/2025 16:58:03,30 a 49,Excelente,Excelente,Bueno,Excelente,Muy Bueno,Excelente,Excelente,Muy Bueno
04/06/2025 10:19:55,65 o más,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Muy Bueno,Excelente,Excelente
25/07/2025 09:12:00,18 a 29,Bueno,Bueno,Muy Bueno,Muy Bueno,Regular,Excelente,Muy Bueno,Excelente
02/07/2025 11:31:08,30 a 49,Excelente,Muy Bueno,Muy Bueno,Excelente,Regular,Excelente,Excelente,Bueno
03/07/2025 23:50:37,30 a 49,Muy Bueno,Excelente,Muy Bueno,Excelente,Excelente,Excelente,Excelente,Bueno
